ad_id,source_url,scraped_at,title,price_nok,tilstand,merke,kjonn,sykkeltype,brand,model,year,framesize,wheel_size,groupset,carbon_frame,carbon_wheels,electronic_shifting,description,location
"322572682","https://www.finn.no/recommerce/forsale/item/322572682","2026-03-02T15:40:38.372Z","Sjelden Monark","6000","","","","Landevei","Monark","","","","","Campagnolo","false","false","false","Monark selges! 1eiers sykkel som har stått urørt i 20år, med alle de riktige delene. Campagnolo, Ideale, MAFAC mm.","7030 Trondheim"
"432352788","https://www.finn.no/recommerce/forsale/item/432352788","2026-03-02T15:40:39.991Z","Cannondale XR800","13999","Pent brukt - I god stand","Cannondale","Herre","Landevei","Cannondale","XR800","","","","Shimano 105","false","false","false","Pent brukt Cannondale XR800. Stått i garasjen de siste årene uten å bli brukt. Vintage sykkel, perfekt som bysykkel, pendle sykkel eller til landeveissykling. Shimano 105 Dekkene må bytte - ekstra par følger med.","1823 Knapstad"
"267863578","https://www.finn.no/recommerce/forsale/item/267863578","2026-03-02T15:40:41.529Z","Vipera Race 9.5 Large","10000","Pent brukt - I god stand","","Herre","Landevei","Vipera","Race 9.5","","L","","Shimano Dura Ace","false","false","false","Strøken sykkel som har stått ubrukt i flere år. Gruppesett er eldre 2-delt Dura Ace, men lite slitasje da det er byttet til 11-32 kassett bak og nytt kjede for lettere gir i oppoverbakkene. Supert for de som ønsker en premium treningssykkel! Setepinne er kappet til benlengde 85cm (innside ben). Ramme er str. L som passer 180+ personer. Er du mellom 185-190 vil trolig setepinnen være godt tilpasset allerede. Hjulsett Mavic Cosmic SL med Continental Ultra Race dekk. Flaskeholdere og Ultegrapedaler følger med, men sete blir byttet ut før salg. Sykkelen står i Sandefjord.","3222 Sandefjord"
"416937615","https://www.finn.no/recommerce/forsale/item/416937615","2026-03-02T15:40:43.355Z","Meget pen karbonracer: Isaac Boson DISC SRAM RED FFWD karbon hjul S","23999","Pent brukt - I god stand","Andre merker","","Landevei","Isaac","Boson Disc","","S","","SRAM Red","true","true","false","Meget pen karbonracer: Isaac Boson DISC SRAM RED FFWD karbon hjul S Str. S, passer rytter opptil lav 170 tallet. Kjempelett og rask sykkel. Brukt av kvinnlig syklist. Girgruppen er fra øverste hylle og blant det letteste på markedet, SRAM RED, en girgruppe med skyhøy pris, en type gruppe som ble brukt av div. proffteam for å oppnå de beste resultater. Kan sammenlignes med Shimano Dura Ace Oppgradert med FFWD karbon hjulsett i meget god stand, temmelig nye dekk også. Nypris hjulsett er ikke mye under prisforlangende for hele sykkelen. Sykkelen har ellers alt original fra Isaac, som sete stem styre er . Kompakt utveksling, som passer også meget godt til fjelletapper. Meget pen sykkel, med noen få nesten usynlige bruksmerker. Kan sendes, evt levers div steder i Norge Lavere pris uten hjul kan vurderes. Ikke interessert i rent hjulsalg før sykkelen evt. er solgt hvis det skulle bli salg uten hjul Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","6433 Hustad"
"432590362","https://www.finn.no/recommerce/forsale/item/432590362","2026-03-02T15:40:44.941Z","PENT BRUKT SCOTT SPEEDSTER 40 LANDEVEISSYKKEL SELGES","5500","Pent brukt - I god stand","Scott","Herre","Landevei","Scott","Speedster 40","","Large","700c","Shimano Tiagra/Sora","false","false","false","Selger en solid og komfortabel racersykkel i topp stand! ✅ Lite brukt, godt vedlikeholdt og alltid lagret innendørs. ✅ Aluminiumramme (Large), karbon-gaffel, Shimano Tiagra/Sora 18 gir, Syncros hjulsett. Perfekt for trening, tur eller en sporty helg! Følger med baklys. NB: Bakdekket har fått punktering, og slangen er byttet. Jeg har ikke en ordentlig Presta-pumpe, så dekket er ikke testet eller pumpet opp ennå. Slangen må kanskje byttes på nytt, men en ny slange følger med.","0379 Oslo"
"436730461","https://www.finn.no/recommerce/forsale/item/436730461","2026-03-02T15:40:46.584Z","SCULTURA ENDURANCE 4000 M","24000","Pent brukt - I god stand","Merida","Herre","Landevei","Merida","Scultura Endurance 4000","","M / 51cm","","","false","false","false","Str. Medium / 51 cm. Kun trillet 540 km i pent vær. Flaskerholdre følger med. Sykkelen er lagret innendørs hele året. Den fremstår som pen og lite brukt. Ingen feil eller mangler. Selges fordi den ikke ble brukt. Pedaler kan kjøpes separat, Shimano SPD-SL PD-R8000. Kr. 1000,-","7023 Trondheim"
"445588419","https://www.finn.no/recommerce/forsale/item/445588419","2026-03-02T15:40:48.221Z","Scott Addict SL med wattmåler selges","18000","Pent brukt - I god stand","Scott","Herre","Landevei","Scott","Addict SL","","S (52)","","SRAM Red","true","true","false","Verdens letteste standardsykkel? Mener den var under 6kg før pedaler og flaskeholdere. Oppgradert med Quarq wattmålerkrank(dobbelsidig måling) fra 2020. Oginalt Scottsadel følger med. Karbonhjul(Syncros ogDt swiss) og SRAM Red overalt. Desverre var den i en velt og fikk en skade på den ene kjedestaget. Dette er utmerket fikset av karbondoktor Otto Jaeger. Denne har hengt inne i kjelleren de siste 4-5 årene og ikke vært brukt pga familiesituasjon. Jeg er litt usikker på årsmodell, men mener det er 2014/2015. Størrelse er Small(52). Jeg er 177 og trives best på en litt mindre sykkel. Ta kontakt for mer info.","7036 Trondheim"
"426801994","https://www.finn.no/recommerce/forsale/item/426801994","2026-03-02T15:40:49.961Z","Eddy Merckx","9500","Pent brukt - I god stand","","Herre","Landevei","Eddy Merckx","Elite","","56cm","700c","Shimano Ultegra","false","true","false","En klassik og rask temposykkel fra legendariske Eddy Merckx. Sykkelen er bygget på en lett og stiv aluminiumramme.Her er en ypperlig mulighet for deg som vil han en unik sykkel.Aerodinamiske platehjul i helkarbon som gir en fantastisk fartfølelse og respons. Specs. Ramme Eddy Merckx Elite. str 56 cm ( Aluminium 7002 Special Extralight ) Bakhjul Helkarbonplatehjul 700c Girgruppe. Shimano Ultegra 9. Bremser Shimano Ultegra Kranksett. Shimano Ultegra. Styre. Mavic bullhorn/ tempohorn. Hjulstr.700 c Look klikkpedaler. Brukt kun på sykkelrulle i det siste.","9845 Tana"
"445514029","https://www.finn.no/recommerce/forsale/item/445514029","2026-03-02T15:40:51.523Z","Cannondale Supersix Evo 3 (2024) - størrelse 56","39000","Pent brukt - I god stand","Cannondale","Unisex","Landevei","Cannondale","Supersix Evo 3","2024","56","700c","Shimano 105 Di2","true","true","true","2024 modell med gjenget krankhus for enklere vedlikehold, mer sømløs integrering av kabler gjennom styre og stem, og litt mer komfort enn tidligere utgaver. Det er å plass til 34mm brede dekk. Sikkert 35mm hvis man vil.. Integrert løsning for computer og frontlys eller gopro. - Shimano 105 di2 elektrisk gir med siste oppdateringer - Zipp 303s karbon hjulsett - Størrelse 56 Pent brukt siden sommeren 2024 da den ble kjøpt ny, og jevnlig vedlikeholdt. Helt nytt og ubrukt kjede er montert. Sykkelen har rullet omtrent 2600km. Kvittering og all garantidokumentasjon følger med. Selges uten pedaler, med slanger i dekkene. Kan selges med standard aluminiumshjul til lavere pris. Landevei landeveissykkel racer racersykkel karbonhjul","0755 Oslo"
"272508184","https://www.finn.no/recommerce/forsale/item/272508184","2026-03-02T15:40:53.178Z","COLNAGO c40 racingsykkel","15000","Pent brukt - I god stand","","","Landevei","Colnago","C40","","59cm","","","true","false","false","Meget fint brukt racingsykkel. Lagret inne. Herresykkel. Rammestørrelse 59 cm. 130mm stem. https://www.thewashingmachinepost.net/colnago/c40/index.html Kan leveres i stavangerområdet, eller hentes selv på Hundvåg.","4085 Hundvåg"
"445178762","https://www.finn.no/recommerce/forsale/item/445178762","2026-03-02T15:40:54.766Z","Landeveisykel","6000","Pent brukt - I god stand","Merida","Herre","Landevei","Merida","Ride 93","2014","M/L (52/54)","700c","Shimano Tiagra","false","false","false","Til salgs: Merida Ride 93 (2014) – Endurance landeveissykkel Velholdt landeveissykkel med aluminiumsramme og karbon gaffel. Utstyrt med Shimano Tiagra 2x10 gir, felgbremser og originale 700c hjul. Lett og komfortabel – ideell for langdistanse og pendling Ca. 9,4 kg Ramme: M/L (52/54) Passer for personer som er omtrent 175–185 cm høye.","4014 Stavanger"
"396832101","https://www.finn.no/recommerce/forsale/item/396832101","2026-03-02T15:40:56.235Z","Før pris 28k. Pris kan diskuteres. Trygg Handel !","17999","Pent brukt - I god stand","","Unisex","Landevei","","","","","","Shimano","false","false","false","Les hele annonsen ! Tror den lå ny på 29/28k. Selges for 25999 ,- Men siden det er vinter går prisen ned. 17999,- (helst fysisk handel) På grunn av plass mangel. Selger jeg derfor denne pene sykkelen. Litt info: - Pris kan diskuteres litt - Får med pedaler ved kjapp handel. - tubeless reddy dekk - shimano gir og bremsesystem - skivebremse system - Mange gir osv, men dette kan ses på når man prøver sykkel. - Stått lagret i bod. Si fra så kan vi møtes slik at du får prøvd og sett på sykkelen, men da må du ordne med noe forsikringer. (At det blir lagt igjen en form for identitet med bilde og bytte av verdigjenstand + en enkel avtale signatur på at du prøver sykkelen) Dette gjøres på 5 min slik at det blir greit for begge parter. Sykkelen er grå som vist på de siste bildene. De bildene som vises med brunt sete og skin reim og beige dekk følger ikke med sykkelen. FYI, er man interessert i akkurat den look’en ? Er det ganske enkelt og rimelig og kjøpe de delen til den. Det er snakk om en tusen lapp ekstra på en sykkel som er brukt kun en hold full ganger og en pris som er kraftig redusert. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0476 Oslo"
"426748824","https://www.finn.no/recommerce/forsale/item/426748824","2026-03-02T15:40:58.322Z","Head Cyclone Landeveissykkel","10000","Pent brukt - I god stand","","","Landevei","Head","Cyclone","","56cm","","","false","false","false","Head Cyclone landeveissykkel Rammestørrelse: 56cm Lett og rask landeveissykkel i svært god og velholdt stand. Aluminiumsramme med karbongaffel","7603 Levanger"
"445154343","https://www.finn.no/recommerce/forsale/item/445154343","2026-03-02T15:40:59.881Z","BMC RoadRacer SL01 - new Shimano 105 set!","15000","Pent brukt - I god stand","","Unisex","Landevei","BMC","RoadRacer SL01","","54","","Shimano 105 R7000","true","false","false","Excellent bike from BMC Model: RoadRacer SL01 Size 54 (recommended for 170 - 183cm) Full carbon frame Original price: 54,000nok Upgraded with complete Shimano 105 R7000 groupset in 2024 (11/34, 172.5 / 35/50, 11 speed) (value 5,000nok) Always stored indoor above 10C. Service performed regularly by professionals in Oslo (Unaas) and Tromsø (Tråkk9000, Bikeriet). Pedals not included. Can be sent in a Canyon Bike Guard box (the box is too large for FixFerdig) - shipping costs covered by the buyer. ------ BMC sykkel med karbonramme. Landveissykkel, pent brukt og godt tatt vare på. Pedaler følger ikke med. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","9104 Kvaløya"
"375820692","https://www.finn.no/recommerce/forsale/item/375820692","2026-03-02T15:41:01.406Z","Landveisykkel i full karbon, veldig pen.","12500","Pent brukt - I god stand","Trek","Unisex","Landevei","Trek","","","54","","Shimano Ultegra","true","false","false","Selger min landeveissykkel i meget god stand. Service ble nett opp utført. Ny kjede og bremseklosser. Absolutt ingen feil eller ulyder i den. Veldig lett og responsiv sykkel som er veldig behagelig å sykle på. Spesifikasjon: - ramme 54 (passer til høyde 172-184 cm), - Shimano Ultegra gir foran, - Shimano Ultegra kassett bak, - Tektro bremser foran og bak, - Shimano pedaler, - Pirelli dekk foran og bak, - vekt ca. 7,5 kg. Sykkelen er oppbevart ALLTID inne når den ikke brukes. Etter 2-4 turer renser jeg kjeden og kassett og smører på nytt med god olje. Sykler aldri i regn været. Sykkelen ble aldri lånt til noen andre. Det er kun meg som bruker den. Jeg hadde flotte turer og er veldig fornøyd med den. Selger fordi jeg har 4 sykler som jeg bruker. Sykkelen kan sees i Grimstad men jeg kan ikke utelukke å få den transportert andre steder i Norge hvis interessert person kan ikke komme. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","4887 Grimstad"
"445382326","https://www.finn.no/recommerce/forsale/item/445382326","2026-03-02T15:41:03.240Z","Giant TCR M/L Advanced 0 Compact 2021","53000","Pent brukt - I god stand","Giant","Herre","Landevei","Giant","TCR Advanced 0 Compact","2021","M/L","700c","Shimano Ultegra","true","false","false","Giant TCR with upgrades!!!! - Upgraded bar from aluminum stock to Zipp aero compact bars. - Two stems to choose from (90 and 110), both Giant oem - Upgraded crankset to Rotor Qrings (52/36) - Dual-sided powermeter from Rotor! - Lightweight carbon outfront cycling computer mount - Can include the wahoo bolt if interested - Conti GP 5000 tires 28/30 set up tubeless - Selle Italia superflow saddle (not currently on the bike but will be sold with instead of the fizik (I need to keep the fizik :)) Bike came with Ultegra mechanical groupset, I have waxed the chain with Silca wax recently. It also has a new bb and rear brake disc from Chapeau Sandnes (r.i.p.) There is a small blemish close to the rear mech from putting the bike on the trainer but it has no structural impact. Did my best to picture it :) I am selling this to get a bike that fits me better ( I am built like a t-rex with short arms), should have got a bike fit before buys this bad boy. Either way, my loss your gain. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","4318 Sandnes"
"426621564","https://www.finn.no/recommerce/forsale/item/426621564","2026-03-02T15:41:04.824Z","Kjempetilbud på Ridley fenix SL med shimano di2 elektronisk gir","18000","Pent brukt - I god stand","","Unisex","Landevei","Ridley","Fenix SL","","","","Shimano Di2","false","false","true","Selges da den ikke ble brukt så mye som tenkt og det ble knapt med tid i hverdagen. Er så god som ny og har aldri vært i velt eller liknende. Det er ikke sete på bildene som medfølger. Kan få med 2 seter. Er ute til en billig pris nå for jeg vil kvitte meg med den til sesongen. Om den ikke forsvinner til mars så setter jeg prisen opp igjen og den vil være på godt over 20 000,-","4103 Jørpeland"
"436052126","https://www.finn.no/recommerce/forsale/item/436052126","2026-03-02T15:41:06.455Z","Specialized Crux CX, 58 cm Landeveisykkel.","18000","Pent brukt - I god stand","Specialized","Herre","Landevei","Specialized","Crux CX","","58 cm","","","false","false","false","Specialized, Crux CX landevei sykkel. Sykkelen har en lett ramme på 58 cm og passer for syklister på ca. 180 - 190 cm. Den er svært lite brukt og har klikk pedaler påmontert. Følger med en verktøykasse med et utvalg av både standard og spesialverktøy, samt noen reservedeler. Det følger også med en solid boks med et utvalg rensemidler og smøremidler.","4034 Stavanger"
"353203730","https://www.finn.no/recommerce/forsale/item/353203730","2026-03-02T15:41:07.983Z","W Evans touring bicycle (sykkel)","9500","Pent brukt - I god stand","","","Landevei","F W Evans","Touring Bicycle","","58cm","27""","Shimano 500","false","false","false","F W Evans (engelsk) håndlaget tursykkel med stor ramme og hjul. Kevlar dekk, stor bredde i gir utveksling som passer all slags terreng, lite brukt, ingen rust. Kvalitetstursykkel. Litt mer informasjon på engelsk: Reynolds handmade frame (58 cm downtube from saddle to crank) Kevlar tires 32-630 (27 X 1 1/4 inches) 4 X Campagnolo quick-release Shimano 500 derailleur 10 gears, shifters on frame, wide touring range baggage racks front and rear This handmade English touring bike has been stored inside for 30+ years, and is rust-free.. It has been used on one ten-day tour in England plus one summer’s limited use in Oslo. It is being offered for sale only due to original owner’s age. FIts best for rider with long legs, due to frame/wheel size. Set of five durable well-designed storage bags available as well. They are quickly hooked onto the bagge racks and are held stable by springs. They may be zippered together and carried as two bags. F W Evans touring bicycle Kr. 9.500 Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","1160 Oslo"
"414524142","https://www.finn.no/recommerce/forsale/item/414524142","2026-03-02T15:41:09.526Z","DARE TSRf temposykkel","35000","Pent brukt - I god stand","","Herre","Landevei","DARE","TSRf","2019","57.5cm/XL","","Shimano Ultegra Di2","false","false","true","Bud mottatt! Rå DARE TSRf 2019 temposykkel i størrelse 57,5cm/XL selges. Sykkelen har blitt lite brukt, er i veldig fin stand. Med på kjøpet får du også eit superaero Zipp 858 NSW framhjul, og eit HED platehjul. I tillegg medfølger wattpedaler (assioma uno) Er selv en rytter på 1.93. vil si at sykkelen passer fra deg mellom 1.85 og 1.94 cirka. Utstyrt med Ultegra di2 gruppesett. Ønsker å selge den/overlevere den direkte til eier. Kan være behjelpelig med transport i Vestland/Rogalands område.","5430 Bremnes"
"421610851","https://www.finn.no/recommerce/forsale/item/421610851","2026-03-02T15:41:11.163Z","Specialized S-Works Tarmac SL4 56 cm","20000","Pent brukt - I god stand","Specialized","Herre","Landevei","Specialized","S-Works Tarmac SL4","","56cm","","Shimano Dura-Ace Di2","true","true","true","Specialized S-Works Tarmac SL4 56 cm selges med 11 delt Dura-Ace DI2 gruppesett / S-Works krank 53/39T. Roval Rapide CLX 40mm hjulsett. Selges komplett med Speedplay pedaler og flaskeholdere. Montert S-Works Aero styre på sykkel, original styre medfølger.","2066 Jessheim"
"359502695","https://www.finn.no/recommerce/forsale/item/359502695","2026-03-02T15:41:12.762Z","Merida Scultura 904","11500","Godt brukt - Synlig brukt","","","Landevei","Merida","Scultura 904","","56cm","700c","Shimano 105","true","true","false","Størrelse 56 Selges grunnet overgang til ny sykkel. Nytt kjede og kassett i sommer. En veldig god sykkel, passer perfekt for deg som ønsker å teste ut landeveissykling. Ramme i karbon. Tabular R50 karbonhjul følger med. Disse alene koster 10 000 ny. Nye dekk montert i Juni. Ta kontakt ved spørsmål eller ønske om å prøve den. Bottom bracket Shimano Brake levers Shimano 105 Brakes Shimano R561 Cassette Shimano CS-4600-10 12-28 Crankset Shimano R565 50-34 Fork type EG CF lite-S Frame type Scultura Nano Front derailleur Shimano 105 Double Headset BB410 Neck Hub front Fulcrum Hub rear Fulcrum Rear derailleur Shimano 105SS Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","7071 Trondheim"
"435378565","https://www.finn.no/recommerce/forsale/item/435378565","2026-03-02T15:41:14.275Z","Trek Madone Project 1 inkl Dura Ace wattmåler Str 54","52000","Pent brukt - I god stand","Trek","Unisex","Landevei","Trek","Madone Project 1","","54","","Shimano Dura-Ace Di2","true","true","true","Selger en meget pent brukt Trek madone P1 med komplett Dura Ace di2 11 delt. Med sykkelen følger det med Dura ace wattmåler, sprintshiftere, speedplay areo pedaler og garmin feste. Hjulene er fra Knight Comopistes med Chris King nav. Sete er 3d printet fra Fizik. Alle lagre og pullywheels er fra Cermaic speed. Sykkelen er 110% mint, men tar en endelig service før overtakelse. Overfladisk lakkskader ved bakhjulet, se bilde samt en avflassing av lakk ved gaffel (liten svakhet fra Trek på denne modellen) Dette kan fikses, men da på ny eiers regning.","0873 Oslo"
"354501756","https://www.finn.no/recommerce/forsale/item/354501756","2026-03-02T15:41:16.017Z","Monoc Vipera Pro","6000","Pent brukt - I god stand","","","Landevei","Monoc","Vipera Pro","","","","Shimano Dura-Ace","false","false","false","Lite brukt Monoc Vipera Pro med full Dura Ace og Macic hjulsett. Denne er lagret tørt og fint innendørs i mange år og er som ny utenom noen få lagrings skraper i lakken. Sykkelen er kun brukt ca 30 mil. Veier 8,3 kg","4070 Randaberg"
"445163679","https://www.finn.no/recommerce/forsale/item/445163679","2026-03-02T15:41:17.700Z","Trek Speed Concept temposykkel / Triathlonsykkel. Størrelse Small","30000","Pent brukt - I god stand","Trek","Unisex","Landevei","Trek","Speed Concept 9.5 WSD","2015","S","","Shimano Ultegra Di2","true","false","true","Trek Speed Concept temposykkel i størrelse Small. Sykkelen har en aerodynamisk ramme i karbonmateriale, Passer for brukere 155 til 170. Dette er en topp sykkel som ble brukt i sykkel-vm i Skottland i 2023. Sykkelen kan også brukes til Triatlon/triathlon. Det følger med 2stk zipp framhjul, et zipp platehjul i tillegg et treningshjulsett fra Bontrager. Shimano 11-delt elektronisk gir. Lader. Justeringsmuligheter med flere ""spacere"" til styret. Aero sykkelflasker. Teknisk informasjon: TREK Speed Concept 9.5 WSD. Triatlon - / Temposykkel 2015 modell. Str. S. Ramme: 600 Series OCLV Carbon. Gaffel: SC full foil Carbon. Girvelgere Shimano Di2 Krankgir Shimano Ultergra Bakgir Shimano Ultegra Krank Shimano Ultegra, 53/39 (double) Kassett Shimano Ultegra, 11-28, 11 speed Sete: Sitero fra Specialized Setepinne Bontrager Speed Concept Styre Bontrager Speed Concept Styresystem Bontrager Speed Concept Bremser Bontrager Speed Concept Limit integrerte bremser. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","3117 Tønsberg"
"445159854","https://www.finn.no/recommerce/forsale/item/445159854","2026-03-02T15:41:19.308Z","Canyon Ultimate CF7 DI2 2025 Medium","35000","Som ny - Ikke synlig brukt","Canyon","Herre","Landevei","Canyon","Ultimate CF7 DI2","2025","Medium","700c","Shimano 105 Di2","true","false","true","Helt strøken Canyon Ultimate CF7 DI2 2025 i Medium selges! Kun rullet 100km ute og 150km inne på rulle da jeg allerede har en annen sykkel jeg foretrekker. Da den er helt strøken uten en eneste ripe i lakken har jeg ikke lagt ved bilder av sykkelen min, men kun den eksakte modellen funnet på Canyon sine nettsider. Bilder kan selvfølgelig fremvises om ønskelig! Rammestørrelsen er Medium Med en nypris på 42.499,- kan du nå spare deg for 7499,- på en helt ny og strøken sykkel! Info om sykkelen: Hjulsett: Swiss P1800 Girsystem: Shimano 105 DI2 (Elektronisk giring) Mer detaljert info fra Canyon sin hjemmeside: - Batteri: Shimano BT-DN300 Di2 - Bakgir: Shimano 105 Di2, vekt 301 g - Framgir: Shimano 105 Di2 FD-R7150, vekt 138 g - Kassett: Shimano 105 R7101 11-34, 12-speed - Krank: Shimano 105 Crankset, 2 drev - Kranklager: Shimano Pressfit BB-RS500 PF86, vekt 81 g - Kjede: Shimano CN-M7100 12-speed - Gir/bremsehendler: Shimano 105 R7170 Di2, vekt 434 g - Bremseskiver: Shimano SM-RT70, 140 mm (134 g) og 160 mm (147 g) Cockpit og komfort: - Styre: CP0048 karbon, justerbare drops, 20 mm høyde, 50 mm bredde, vekt 223 g - Styretape: Canyon Ergospeed Gel, sort - Sete: Selle Italia Model X, bredde 145 mm, unisex, vekt 310 g - Setepinne: Canyon SP0094 CF karbon, setback 10 mm, vekt 118 g Pedaler er ikke inkludert. Kan hentes på Smestad, Oslo. Ta kontakt ved interesse! Søkeord: Canyon, Landevei, Landeveissykkel, Landeveisykkel, Elektrisk giring, Di2, aerosykkel Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0379 Oslo"
"445157218","https://www.finn.no/recommerce/forsale/item/445157218","2026-03-02T15:41:20.762Z","Cube Attain Pro black'n'orange (50cm / S)","8500","Pent brukt - I god stand","Cube","Unisex","Landevei","Cube","Attain Pro","2020","50cm","700c","Shimano Sora R3000","false","false","false","Great bike from Cube with less than 600km biked (mainly indoor on a trainer). Shimano Sora groupset R3000, 9-speed 11-34, 50x34T Size 50cm / S (160 - 172cm) Aluminium frame 6061 3D Flat Mount Disc Brake Dropouts Brake system TRP Spyre MD-C610C, Flat Mount (160/160) Wheelset: CUBE RA 0.8 Aero Disc Tyres: Conti Ultra Sport 2, 28-622 Weight 9,9kg Pedals not included. Always stored indoor above 10C. Service performed regularly by professionals in Tromsø (Tråkk9000). Can be sent in a Canyon Bike Guard box (the box is too large for FixFerdig) - shipping costs covered by the buyer. ------ Veldig lite og pent brukt Cube sykkel. Mest brukt innendørs på sykkelrulle. Oransje og svart landveissykkel. Godt vedlikeholdt / tatt vare på. Pedaler følger ikke med. Kjøpt ny i mai 2020. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","9104 Kvaløya"
"221866058","https://www.finn.no/recommerce/forsale/item/221866058","2026-03-02T15:41:22.413Z","Sport sykkel","8500","Som ny - Ikke synlig brukt","Trek","Dame","Landevei","Trek","","","","","","false","false","false","Ny lovre pris Nest nye, brukte to ganger. Selger pga den sport er ikke for meg.","1825 Tomter"
"445095674","https://www.finn.no/recommerce/forsale/item/445095674","2026-03-02T15:41:24.128Z","Wilier Triestina Cento10SL","42000","Som ny - Ikke synlig brukt","","Unisex","Landevei","Wilier Triestina","Cento10SL","2025","L 54","700c","Shimano 105 Di2","true","true","true","Til salgs: Wilier Cento10SL 105 Di2 – karbonhjul, bike fit og garanti 🚴 ♂️ Jeg selger min Wilier Cento10SL 105 Di2 landeveissykkel i ideell stand. En rask og moderne racersykkel med elektroniske gir, oppgraderte karbonhjul, profesjonell bike fit og gjeldende garantier. 📌 Spesifikasjoner: • Modell: Wilier Cento10SL • Type: Landeveissykkel / racersykkel • Ramme: Karbon (Cento10SL) • Gir: Shimano 105 Di2 – elektronisk, 12-delt • Bremser: Shimano 105 hydrauliske skivebremser • Kabler: Fullt integrert kabelføring 🔥 Oppgraderinger: • Unaas 50 LTD Disc 2025 karbonhjul • 50 mm felghøyde – svært aerodynamiske og raske • Tubeless Ready • Karbon flaskestativ(er) – lette og stilrene • Bike fit utført for rytter på 178 cm høyde • Optimal sittestilling for komfort og effektivitet • Lett å justere for ny eier 🛠️ Tilstand og historikk: • Kjøpt ny: April 2025 • Rammegaranti: Gyldig til april 2030 • Garanti / service hos forhandler: Gyldig til april 2028 • Rammen er i perfekt stand – ingen riper, skader eller kosmetiske merker • Sykkelen er svært godt vedlikeholdt og klar til bruk 📏 Størrelse: • Ramme: L 54 • Bike fit gjort for ca. 178 cm høyde 💡 Perfekt for: ✔️ Landeveistrening ✔️ Ritt og konkurranser ✔️ Lange, raske turer på asfalt Pris: 47000kr 📩 Ta kontakt for flere bilder, mer informasjon eller prøvekjøring. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0657 Oslo"
"435388522","https://www.finn.no/recommerce/forsale/item/435388522","2026-03-02T15:41:25.803Z","Vipera R656 Landeveissykkel","6200","Pent brukt - I god stand","","Unisex","Landevei","Vipera","R656","","54","","Shimano Ultegra","true","false","false","Vipera R656 med Ultegra girsystem selges. Størrelse 54 og ramme i aluminium/karbon.","3154 Tolvsrød"
"80440889","https://www.finn.no/recommerce/forsale/item/80440889","2026-03-02T15:41:27.377Z","Cannondale Six13 samleobjekt","20000","","","","Landevei","Cannondale","Six13 Battaglia Italiana","2005","","","Campagnolo Record","true","false","false","Cannondale Six13 Battaglia Italiana. Håndlaget samleobjekt som kun er laget i 20 eksemplarer i forbindelse med Giro d'Italia 2005 for Lampre laget Sykkelen ble laget som en hyllest til kampen mellom de to lagkameratene Gilberto Simoni og Damiano Cunego. Sykkelen er fullcarbon med blant annet følgende utstyr: -Campagnolo Record gir og bremser, Cannondale's one cranks, Mavic Cosmic hjul. FSA Plasma styre, Fizik's Airone Carbon sete. Nypris i 2005 120.000,-.","1397 Nesøya"
"341869578","https://www.finn.no/recommerce/forsale/item/341869578","2026-03-02T15:41:28.972Z","Linskey sportive titansykkel (2019-modell) vurderes solgt","16500","","","","Landevei","Lynskey","Sportive","2019","54","700c","Shimano Ultegra R8000","false","false","false","En lekker og lett titansykkel (8 kg) i str 54 vurderes solgt. Festepunkter på sykkelen, noe som gjør at den også passer ypperlig til bikepacking. Sykkelen har gått ca 11 000 kilometer, men deler er byttet og det er gjort oppgraderinger. Gruppesett: Komplett Ultegra Nytt kranksett i fjor - R8000 52/36 Krankarm lengde 172,5mm Kassett 11-28 Utstyr: Gaffel: Karbon Setepinne: Syncros 27.2 karbon Sadel: Prologo Scratch2 karbonsete Styre: 3T Ergonova Team Stealth karbon 42cm cc Stem: 100mm 3T Apto Stealth Hjulsett: Dura Ace C24 9100 Dekk: plass til 28 mm bak, 25 mm foran. Vekt på rett under 8 kilo. Vis hele beskrivelsen NB: Knappen for å vise hele beskrivelsen har kun en visuell effekt.","0654 Oslo"
